,Unnamed: 0,speech_id,triplet_id,title,date,link,date_character,source,year,text,results_coder_1,results_coder_2
528,529,14027,14027_45,"Frits Bolkestein   Member of the European Commission in charge of Internal Market and Taxation     Is Europe ready for the new economy?                       Nijenrode, Breukelen, 27 March 2000",3/27/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_101,27-Mar-00,speech,2000,"The impact of the choices to be made in relation to the tax system will therefore play a role in determining whether e-commerce achieves its potential contribution. It is essential that taxation is not a barrier to its growth but rather fosters the climate within which this can occur. Whilst onerous rules can be stifling to business interests, indecision on the part of governments or regulatory authorities can be similarly disruptive.",discretionary,discretionary
529,530,14036,14036_9,"Mr Frits Bolkestein   European Commissioner in charge of Internal Market and Taxation     Taxation and Competition :The realisation of the Internal Market                    Europese Beweging Nederland Beraad Hoevelaken, 17 March 2000",3/17/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_86,17-Mar-00,speech,2000,"The erosion of revenues through harmful tax competition imposes yet another restriction on Member States' ability to reform their tax systems and fund public expenditure as they choose. 
In the discussions which led to the agreement on the outline of a tax package in December 1997, the position of Member States was very clear. They acknowledged that tax competition between countries can be healthy.",discretionary,discretionary
530,531,14037,14037_27,"Speech by Pascal Lamy   European Commissioner for Trade     Post Seattle - what next?                      Deutschen Wirtschaft Berlin, 15 March 2000",3/16/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_84,16-Mar-00,speech,2000,"
The small, concrete steps that we can and should take now, in the mini-package, are needed, regardless of whether are successful in launching a Round later this year or next year. The introduction of the short term package will hopefully improve the climate to try to relaunch the Round. I am wholly committed to this.",none,none
531,532,14061,14061_21,"Ms. Margot WallstrÃƒÂ¶m    European Commissioner for Environment     European Environmental Policy:  The Next Steps                     ERM/Green Alliance Environmental Forum  London, 28 February, 2000",2/28/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_59,28-Feb-00,speech,2000,"
Another challenge is the need to move towards a more efficient management and use of our natural resources. The intriguing concept of 'Factor ten',  by which we use ten times less resources to produce the same level of goods and services, can help to focus attention on this issue. Meanwhile we are working on several initiatives aimed at minimising waste, as well as on a Green Paper on an integrated product policy -- for the long term, the only viable solution will be to ensure that all products and consumer goods are environmentally friendly.",prescriptive,discretionary
532,533,14063,14063_31,"Romano Prodi   President of the European Commission     Innovating innovation                      Inauguration of the academic year at the Politecnico di Torino Turin, 25th February 2000",2/25/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_58,25-Feb-00,speech,2000," The economy cannot simply be viewed as a ""different"" reality to be tapped only when funding is needed and laureates need to be found work. There needs to be genuine osmosis, with a far more intensive interchange of experience and creative energy.  Companies need it to be able to renew themselves continually, while universities need it to meet the challenges of the new economy.",none,none
533,534,14064,14064_45,"Erkki LIIKANEN   Member of the European Commission responsible for Enterprise and the Information Society     ""A strong e-economy for all in Europe""                      E-Agenda for Business Seminar Dibb, Lupton, Alsop 23 February 2000",2/24/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_55,24-Feb-00,speech,2000,"This includes the recent eEurope initiative to bring the benefits of the information society within reach of all in Europe. We need to push the frontiers of electronic commerce further by exploring the future of technology and business models in the Information Society Technologies programme. We are aware that accelerating the e-economy requires a coherent approach to advancing the legal framework and self-regulation, providing cheaper access to faster networks and better technology, and promoting economic and societal development including skills for the information society.",prescriptive,prescriptive
534,535,14066,14066_40,"The Rt Hon Christopher Patten, CH   Member of the European Commission, responsible for External Relations      The EU's evolving Foreign Policy dimension  the CESDP after Helsinki                    Joint meeting European Parliament Foreign Affairs Committee with Members of the NATO Parliamentary Assembly Brussels, 22 February 2000",2/22/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_51,22-Feb-00,speech,2000,"I have also decided that, with the Member States, the EU should work up non-military headline goals, to match the military one  the creation of the Rapid Reaction Force. We need to set ourselves a challenge, together with our Member States, to be able to project defined capacity  of policing, mine-clearance, mediation, or whatever it might be  within a specified period.  
Conflict prevention  removing the root causes of conflicts themselves - and conflict management are at the heart of the EU's and the Commission's Foreign and Security Policy agenda.",prescriptive,prescriptive
535,536,14069,14069_37,"Mr Frits Bolkestein,   European Commissioner in charge of Internal Market and Taxation     The Internal Market in an enlarged Europe                     Centre of European Policy Studies Brussels, 21 February 2000",2/21/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_46,21-Feb-00,speech,2000,"The Strategy, as adopted by the Commission on November 24 last year, sets out the objectives, which remain valid for the duration of the Commissions mandate. 
The longer-term objectives will be sustained by short-term target actions because credibility is only served if words are followed by action. 
For example the strategic objective ""improving the quality of life of citizens'' is sustained by concrete actions such as amending the Directives on door to door sales and recognition of professional qualifications.",prescriptive,prescriptive
536,537,14070,14070_29,"Speech by Pascal Lamy   European Commissioner for Trade     Post-Seattle :  what next?                      European Institute Washington, 17 February 2000",2/18/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_44,18-Feb-00,speech,2000," But as a number of Congressmen have pointed out, most objective lists of important election dates begin with the South Carolina primary on Saturday€¦ 
I do need to nail the notion that we deliberately sabotaged the Round by overloading the agenda with impossible subjects to cover our usual dastardly inflexibility on agriculture.  This view conveniently ignores that the EU was the first to put its cards on the table, and call for a Round, and that our agenda was not so much overloaded as open, including on agriculture, where we came to Seattle prepared to negotiate.  Indeed, the EU was the only partner which went into Seattle with a positive, inclusive position, not saying ""no"" to any proposal from anyone else.",none,none
537,538,14072,14072_6,"Anna Diamantopoulou   European Commissioner responsible for Employment and Social Affairs     ""The European Identity in a Global  Economy""                    European Horizons Conference Sintra, 18 February 2000",2/17/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_42,17-Feb-00,speech,2000,"With a powerful social appeal. Indeed, European integration is now seen as our strongest 'card' in ensuring continued success in responding to the economic and social challenges of globalisation. Europe, as a Union, commands wide support.",none,none
538,539,14075,14075_39,"Romano Prodi   President of the European Commission     2000 - 2005 : Shaping the New Europe                        European Parliament Strasbourg, 15 February 2000",2/15/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_41,15-Feb-00,speech,2000,"No institution  not even the one of which I happen to be President  should regard its present form or even its long-term existence as sacrosanct. I want a no-holds-barred debate on this question with all the players involved  not least this House and representatives of European civil society.  The purpose of the White Paper is to stimulate that debate, and it will contain substantive, focused proposals for action.",discretionary,discretionary
539,540,14080,14080_49,"Ms. Margot WallstrÃƒÂ¶m   European Commissioner for Environment    The future of European Environmental Policy: the way towards sustainable development                     Arbeitsgemeinschaft fÃƒÂ¼r Umweltfragen Berlin, 10th February 2000",2/10/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_33,10-Feb-00,speech,2000,"Sometimes, choices between various aims will be unavoidable. These political choices should be made, however, in a transparent and rational way. A better framework for doing so and for making the link between different policies is essential.",discretionary,discretionary
540,541,14086,14086_54,"Dr. Franz Fischler   Member of the European Commission responsible for Agriculture, Rural Development and Fisheries     Next steps in Agenda 2000                        NFU Annual Conference London, 1st February 2000",2/1/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_27,1-Feb-00,speech,2000,"Enlargement will not be easy, but with Agenda 2000 it will be much easier than before. 
With consensus at Community level and in the candidate countries on the type of agricultural and rural policy we want to develop over the coming years and defend on the international stage, and with a firm commitment to concrete progress as concerns the political objectives, I believe the agricultural sector is well prepared for the 21. century.",discretionary,discretionary
541,542,14102,14102_57,"Mario Monti   European Commissioner for Competition Policy     Modernising Community Competition policy : State Aids and Antitrust                       Meeting of the Committee on Economic and Monetary Affairs of the European Parliament   Brussels, 11 January 2000",1/11/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_4,11-Jan-00,speech,2000,"As regards national Authorities, they will be part of a network in which the Commission will be Primus inter pares and ensure a consistent application of EC law. There can be no scope in this system for making national interests prevail over Community interest. Why a system granting an explicit exemption power to national authorities would be a dangerous alternative?",prescriptive,prescriptive
542,543,14103,14103_37,"Erkki LIIKANEN   Member of the European Commission responsible for Enterprise and the Information Society   Information technology; the key to a competitive Europe?                   NHO  Confederation of Norwegian Business and Industry  Annual Conference Oslo, 6 January 2000",1/6/2000,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_1,6-Jan-00,speech,2000,"And this, in spite of the development of new and alternative networks. Access to the local loop is therefore a pressing issue for new entrants. 
These aspects are addressed by the 1999 Communications Review.",none,none
543,544,14109,14109_50,"The Rt Hon Christopher Patten, CH   Member of the European Commission responsible for External Relations     The Future of the European Security and Defence Policy (ESDP) and the role of the European Commission                   Conference on the Development of a Common European Security and Defence Policy  The Integration of the New Decade Berlin, 16 December 1999",12/16/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_215,16-Dec-99,speech,1999,"
And that is only a fraction of the overall amount which the European Union can spend in support of democratisation, good governance and institution building through our co-operation programmes and the European Development Fund. The bigger the EU carrot on offer, the greater the likelihood of EU pressure bringing results.  There is little doubt that the carrot of EU membership has acted as an incentive to all the countries of Central and Eastern Europe to improve their democratic structures.",none,none
544,545,14139,14139_16,Mario Monti   European Commissioner for Competition Policy     COMPETITION POLICY AND FINANCIAL SERVICES                    European Banking Congress 1999 Frankfurt  19 November 1999,11/22/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_171,22-Nov-99,speech,1999,"In any event, access to infrastructure such as settlements systems and exchanges must be open, non-discriminatory and transparent. Consolidation in the Banking Sector
Consolidation is closely linked to the re-shaping of Europe's economic landscape following the introduction of the euro. We have not seen the same number of megamergers that have occurred in the US banking sector.",prescriptive,prescriptive
545,546,14142,14142_30,"Speech by Mr Romano Prodi   President of the European Commission     ""A new economy and a new policy: the role of the European Union""                       Conference on Progressive Governance in the 21st century Florence, 20 November 1999",11/19/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_170,19-Nov-99,speech,1999,"This transition will have profound and wide-ranging social and economic effects.  Information and communication technologies (ICTs) are clearly going to reshape European society. For one thing, they will make ""knowledge goods"" available very cheaply for an increasing number of people, and that means a lot of new opportunities for entrepreneurs.",none,discretionary
546,547,14148,14148_36,"Professor Romano Prodi   President of the European Commission   The European Union and the challenge of the 21st century                      21st Forum on Financial Policy and Taxation Karlsruhe, 12 November 1999",11/12/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_162,12-Nov-99,speech,1999, The internet is there.  The information is there.  Just go ahead and use it!,none,none
547,548,14160,14160_3,"Speech by The Rt Hon Chris Patten, CH   Member of the European Commission     at the CBI National Conference                         Birmingham, 31 October 1999",11/3/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_149,3-Nov-99,speech,1999,"But you are conscious too of those things the European Union could and must do better, and you have sensible ideas about reform. I recognise that the debate on Europe raises concrete and intricate issues.  I will have many opportunities to get into the detail on other occasions.",none,discretionary
548,549,14214,14214_42,"Mrs Ritt Bjerregaard   Member of the European Commissionresponsible for Environment       Towards a Sustainable Europe                     European Environmental Bureau (EEB) 25th Anniversary Conference Bonn, 17 May 1999",5/17/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_78,17-May-99,speech,1999,"And Europe is much bigger than the EU. Agenda 2000 and the recent Communication on Accession Strategies for Environment set out the general framework and key political principles for the Community's approach to the environmental dimension of enlargement. 
The Commission has completed the so called 'screening' of the environment chapter of the acquis with the six first-wave countries, and has just started the screening with the five second-wave countries.",none,discretionary
549,550,14235,14235_38,"The Rt Hon Sir Leon Brittan QC   Vice-President of the European Commission     EUROPE/ASIA RELATIONS                        The International Institute for Strategic Studies London, 12 March 1999",3/12/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_45,12-Mar-99,speech,1999," GDP growth has slowed, producing social pressures.  Exports to neighbouring countries have fallen.  Asian FDI in China has dropped.",none,none
550,551,14237,14237_24,"Speech by Padraig FLYNN   European Commissioner with responsibility for Employment, Industrial Relations and Social Affairs     Social Europe after the Euro                     The Hubert Detremmerie Seminar Brussels, 11th  March 1999",3/11/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_44,11-Mar-99,speech,1999,"The ECB is there to do exactly that, which is why separating the ECB's price stability objective from its wider economic responsibilities creates a false dichotomy. We have vested power and influence in our central bankers in allowing them to set interest rates and overall monetary policy. And, I fully agree with the decision to do so.",none,none
551,552,14247,14247_32,"Dr. Franz FISCHLER   Member of the European Commissionresponsible for Agriculture and Rural Development     Irish Farmers' Association: Annual General Meeting 1999                     Dublin, 4 February 1999",2/5/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_28,5-Feb-99,speech,1999," One has to ask therefore  who were the beneficiaries and why ? 
In a broader context one has to ask why Irish beef prices are on a continuing basis so low compared to those prices paid to farmers in other EU countries.  Last week for example french farmers were receiving £63/100 kg more than Irish farmers for the very same quality category of steer.",none,none
552,553,14265,14265_62,SPEECH,1/12/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_4,12-Jan-99,speech,1999,"If there is any field in which we must work together, it is this one. I know that you have questions regarding my proposal to set up an independent interinstitutional office. Let us talk about it, then.",discretionary,discretionary
553,554,14266,14266_60,"The Rt Hon Sir Leon Brittan QC   Vice-President of the European Commission     The next WTO negotiations on agriculture: A European View                    53rd Oxford Farming Conference Oxford, 5 January 1999",1/5/1999,https://ec.europa.eu/commission/presscorner/detail/en/speech_99_2,5-Jan-99,speech,1999, That is a stance which is more fitting for a Europe which has had the self-confidence to launch the Euro.  Let us carry that self-confidence on to the world agricultural stage.,none,none
554,555,14269,14269_60,"Speech by Padraig Flynn,   European Commissioner with responsibility for Employment and Social Affairs     European Employment Strategy: from Cardiff to Vienna                    Helsinki, 10 December 1998",12/10/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_285,10-Dec-98,speech,1998,"
We are now hard at work on this matter. The intention is to have a Communication ready by early Spring to be discussed in parallel with the Broad Economic Guidelines.  Together, these two documents will form the basis for discussions at the June Summit in Cologne.",none,none
555,556,14279,14279_48,"Speech by Padraig Flynn,   European Commissioner with responsibility for Employment and Social Affairs,     to the National Action Learning Programme of the Irish Management Institute                   Dublin, 30 November 1998",11/30/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_276,30-Nov-98,speech,1998,"Europe's social agenda should not be seen as the price which must be paid for the progress made on other fronts. It is not a ""sop"" to citizens to buy their support for a wider economic or business agenda. This would be the wrong impression.",none,none
556,557,14280,14280_3,"Speech by Padraig Flynn,   European Commissioner with responsibility for Employment and Social Affairs     ""EMU and Employment: a Convergence of Essential Interests""                    EMU, Employment and Taxation Conference London, 26-27 November 1998",11/27/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_271,27-Nov-98,speech,1998,"
In recent weeks, intensive discussions and debate have been taking place on EMU and employment, the issue of tax and social harmonisation in EMU, the monetary stance of the European Central Bank, the external representation of the EURO and other real issues. I think this signals that the real game has now begun. Now, I am acutely aware that there are a lot of critics who argue that employment has been a very subsidiary issue in the whole debate on EMU.",none,none
557,558,14283,14283_32,"Yves-Thibault de SILGUY    Member of the Commission responsible for economic, monetary and financial affairs     European Economic and Monetary Union                      Royal Institute of International Affairs London, 26 November 1998",11/26/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_264,26-Nov-98,speech,1998," Others such as Vickers, Shell and Marks and Spencer are adopting  a flexible attitude to the euro.  
In this context, I welcome the decision by the UK government to issue a national changeover plan early in 1999.  I hope that this will provide the necessary certainty for companies - particularly small and medium-sized enterprises - to take the necessary steps for using the euro.",discretionary,discretionary
558,559,14284,14284_41,"Yves-Thibault de SILGUY    Member of the Commission responsible for economic, monetary and financial affairs     The euro, vital complement to the single market                    French Chamber of Commerce in Great Britain London, 26 November 1998",11/26/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_265,26-Nov-98,speech,1998," And that brings a number of economic and political consequences for the UK. 
In economic terms, I should like to give three examples:
firstly, the UK will be directly affected by the interest rates set by the European Central Bank.  The sheer size of the euro zone will mean that these external pressures have a significant influence on the Bank of England's policies.",none,none
559,560,14294,14294_5,"Speech by Padraig Flynn,   European Commissioner with responsibility for Employment and Social Affairs     Employment: from European Policy to Local Action, A Common Manifesto                      26th Plenary Session of the Committee of the Regions Brussels, 19 November 1998",11/19/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_257,19-Nov-98,speech,1998,The way our labour market and social systems have worked explain why unemployment has become long term unemployment. We have two responses. The response to macro-economic problems is EMU.,none,none
560,561,14302,14302_16,"Keynote address by Jacques Santer   President of the European Commission     ""Perspectives on EMU""                     Conference on Economic and Monetary Union Copenhagen, 12 November 1998",11/12/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_243,12-Nov-98,speech,1998,"This would be counter-productive to sound management in the euro area economy and could inflict long-term damage on the credibility of EMU.  
On the other hand, the statutory independence afforded by the Treaty should give the ECB confidence to engage from a position of strength in a dialogue on its policy. The Treaty provides ample scope for dialogue between the ECB and the other institutions at the national and Union level.",discretionary,discretionary
561,562,14320,14320_22,"Speech by Mr Jacques Santer   President of the European Commission     The state of the Union                        Debate at the European Parliament Strasbourg, 21 October 1998",10/21/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_211,21-Oct-98,speech,1998,"This shared responsibility must be visible, so that everyone assumes their share of the work and the responsibility, so that the whole set-up works better, so that the public derive maximum benefit, and so that they can see more clearly who is doing what. Clearer assignment of responsibility also concerns the origin of Commission proposals. Here, too, the Commission does not work in an ivory tower.",discretionary,discretionary
562,563,14325,14325_41,"Yves-Thibault de SILGUY    Member of the Commission responsible for economic, monetary and financial affairs     The impact of the euro on the financial markets                      Irish Association of Corporate Treasurers Dublin, 16 Ocotber 1998",10/16/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_202,16-Oct-98,speech,1998,III. Large and liquid markets will be a magnet for additional business. Sound economic management and robust legal and technical preparations will ensure the euro quickly develops as a major world currency alongside the US dollar.,none,discretionary
563,564,14342,14342_44,"The Rt Hon Sir Leon Brittan QC   Vice-President of the European Commission     Europe and the United States:           New Challenges, New Opportunities                      The Foreign Policy Association New York, 23 September 1998",9/23/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_176,23-Sep-98,speech,1998, Let us commit ourselves to seeking ways to leap over these hurdles so that we can tackle the real issues.  Here a greater effort is needed on the European side.  But also on the United States side.,discretionary,discretionary
564,565,14344,14344_39,"Speech by Mr Jacques Santer   President of the European Commission     Employment and training in the information society                       IT Employment Conference Brussels, 22 September 1998",9/22/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_174,22-Sep-98,speech,1998,"Second, tools for the job  i.e. the infrastructure, equipment, software  in all our schools, universities, businesses and small companies.  We have to be attentive to not let regions, communes or hamlets fall behind. But,
Third, and this is the most important of all  the people to make it happen :
- The trained people.",discretionary,discretionary
565,566,14346,14346_43,"The Rt Hon Sir Leon Brittan QC   Vice-President of the European Commission     The EU : Preparing for the 21st Century                       Tenth Jean Monnet Memorial Lecture London, 17 September 1998",9/17/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_171,17-Sep-98,speech,1998,"Those changes must also instil a greater sense of accountability and transparency in EU political debate. As Monnet declared ""nous ne coalisons pas des Etats, nous unissons des hommes"". The Danish referendum, as I have already indicated, signalled the end of the Europe of the elites.",none,prescriptive
566,567,14362,14362_5,"Opening Speech by Ritt Bjerregaard  Member of the Commission responsible for Environment    Natura 2000 and People : a partnership                       natura Bath, United Kingdom, 29 June 1998",6/29/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_143,29-Jun-98,speech,1998,"We are not too far  here from Cardiff, where an important decision was taken, during the recent Summit, to highlight the integration of environmental issues with other Community policies. This is a renewal of the commitment made in Maasticht, and is a key point in Community environmental strategy. Over the next two days, we will see good examples of how this has been done already, for example, through agri-environmental initiatives and  use of the Structural and other funds.",discretionary,discretionary
567,568,14364,14364_34,"Speech by Padraig Flynn, European Commissioner with responsibility  for Employment and Social Affairs     European Social Policy                         Social Policy Forum Brussels, 25 June 1998",6/25/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_140,25-Jun-98,speech,1998,"This is the ground where employment and broader social policy meet. It is where the Social Action Programme and the European Employment strategy meet. The Social Action Programme also reflects the broader issues which shape the well-being of citizens, those which concern the application of social justice in modern democracies.",none,none
568,569,14374,14374_32,Speech by Prof. JoÃƒÂ£o de Deus PINHEIRO  European Commissioner for Development and ACP Countries     The future of the European Union's development programme                        Seminar of Chairmen of Parliamentary Committees/Development  London 12 June 1998,6/12/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_128,12-Jun-98,speech,1998,"And progressive means that we do not have to establish the new form of partnership from one day to the next. But we should draw lessons from past experience and take account of actual and anticipated developments in the wider trading environment to define the process of change that should be agreed. 
One key element is that in many countries private operators lack confidence because of the lack of a transparent and permanent policy framework.",discretionary,discretionary
569,570,14388,14388_24,"Speech of Mrs Edith Cresson       Europe needs research, research needs Europe         Zuckerman Lecture  London, 13 May 1998",5/13/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_95,13-May-98,speech,1998,"A major element of the new Framework programme will be the so-called ""key actions"" which bring together several important ideas:
More transparency and consultation
There will be a systemic change in the relationship between the Commission and the researcher, user and the industrial community. 
This will continue throughout the lifecycle of research; from priority setting through to the achievement and utilisation of results. 
There has been unprecendented input from external parties on the development of the Framework Programme.",discretionary,discretionary
570,571,14398,14398_57,"Speech by Jacques Santer  President of the European Commission     ""The EU in the 21st century : political dwarf or world actor ?""         The Bologna Centre of the Johns Hopkins University  Bologna, 23 April 1998",4/23/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_80,23-Apr-98,speech,1998,"The Amsterdam Treaty has undoubtedly made a step forward by allowing the Council to take decisions relating to the ""Petersberg tasks"", opening up the way for the Union to use the WEU to implement these decisions. But the links between the two organisations are still too vague. The fact is that those conflicts which can be resolved by the threat of military force alone are the ones which are most visible to European and international public opinion.",none,none
571,572,14403,14403_43,"Yves-Thibault de Silguy  Member of the Commission, responsible for economic, monetary and financial affairs     The euro and Global Financial Markets          SBC Warburg Dillon Read  New York, 16 April 1998",4/16/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_73,16-Apr-98,speech,1998,"The European stock exchanges have announced that they will start quoting all listed securities in euro from the first of January 1999,  This ""Big Bang"" will align the stock market with the money markets and wholesale banking operations. This will make it easier for pan-European companies to tap into equity markets throughout Europe.  This is not to suggest that we will see the emergence of one main European stock exchange.",discretionary,discretionary
572,573,14406,14406_18,"Yves-Thibault de SILGUY  Membre de la Commission chargÃƒÂ© des affaires ÃƒÂ©conomiques, financiÃƒÂ¨res et monÃƒÂ©taires     Economic and monetary union         Harvard University  Boston, 14 April 1998",4/14/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_71,14-Apr-98,speech,1998," The Commission, and the European Monetary Institute (the forerunner of the European Central Bank) have recently examined Member States' performance in detail.  
On the basis of this analysis, the Commission has recommended that eleven of the fifteen Member States are ready to adopt the euro from the first of January 1999: Germany, France, Italy, Spain, the Netherlands, Belgium, Portugal, Austria, Finland, Ireland and Luxembourg.   The final list will be decided by Europe's leaders in Brussels on the second of May.",prescriptive,discretionary
573,574,14417,14417_5,"Dr. Franz FISCHLER Member of the European Commissionwith responsibility for Agriculture and Rural Development     The Taste of the Future EU Agricultural and Rural Development Policy after the Millennium      Farmers Journal Conference   Dublin, 26 March",3/26/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_56,26-Mar-98,speech,1998,"What are the challenges for our agricultural policy and for the Irish farm sector? After that, I will explain some details, which are important for Irish farmers. What are the benefits of our proposals for Ireland?",none,none
574,575,14419,14419_43,"The Rt Hon. Sir Leon Brittan QC  Vice-President of the European Commission     Solving the trade and environment conundrum        The Bellerive  GLOBE International Conference  Geneva, 23 March 1998",3/23/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_51,23-Mar-98,speech,1998,"The WTO agreement recognises in its preamble the need to allow for the optimum use of the world's resources in accordance with the objectives of sustainable development, seeking both to protect and to preserve the environment and to enhance the means for doing so.  It is vitally important that the CTE pursues this prime aim.  However, I believe it is also important for all WTO committees and working groups to take full account of those aims in their work, and not simply to rely wholly on the CTE to ensure environmental input.",discretionary,discretionary
575,576,14420,14420_46,The Rt Hon Sir Leon Brittan QC  Vice-President of the European Commission    Europe : the new tiger ? The shape of tomorrow's global economy        The Kennedy School  Harvard University  Boston  USA  18 March 1998,3/19/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_49,19-Mar-98,speech,1998," There are many areas in which we stand to make new gains. I am also convinced that the multilateral system is best for the United States.  We all benefit from the orderly and predictable international environment this creates, together with the independent system of dispute settlement.",none,none
576,577,14428,14428_16,"Speech by Mr. Jacques Santer  President of the European Union     40th anniversary of UNICE           Brussels, 19 February 1998",2/19/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_34,19-Feb-98,speech,1998," UNICE's latest document, excellently presented, entitled ""Benchmarking Europe's Competitiveness from Analysis to Action"" shows that there is still some way to go in a number of important areas.  But let me stir your slumber by saying that I do not agree with a statement in the foreword to this document that ""€¦action has been slow, insufficient or disappointing in the politically difficult but vital areas of structural and regulatory reform€¦"".  Why?",none,none
577,578,14431,14431_1,"Yves-Thibault de Silguy  Member of the European Commission, responsible for economic, monetary and financial affairs     The euro and Global Financial Markets         LIFFE City Lecture  London, 5 February 1998",2/5/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_25,5-Feb-98,speech,1998,"
 
 
SPEECH/98/25

Yves-Thibault de Silguy
Member of the European Commission, responsible for economic, monetary and financial affairs
The euro and Global Financial Markets
LIFFE City Lecture
London, 5 February 1998
Ladies and Gentlemen.  I would like to thank Jack Wigglesworth and LIFFE for inviting me to speak to you and for arranging this lecture.  This is my first speech in the City of London.",none,none
578,579,14433,14433_23,Speech by Sir Leon BRITTAN  Vice-President of the European Commission     Ã‚Â« Engaging China Ã‚Â»         EU China Academic Network Annual Conference  London  2 February 1998,2/2/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_21,2-Feb-98,speech,1998,"The Chinese leadership has set itself an ambitious timetable to reform the SOEs. In many ways, the reform targets are more ambitious than anything seen elsewhere, even dwarfing the scale of privatization that has taken place in Russia. It is very much in the interests of Europe and the rest of the world that this unprecendented experiment in reform should succeed. As I said at the beginning, these momentous internal changes have also been reflected in China's changed attitude towards the outside world.",none,none
579,580,14437,14437_58,"Speech by Jacques Santer  President of the European Commission     ""The European Union and the world in 1998""       The Inaugural City Europe Lecture - Guildhall  London, 29 January 1998",1/29/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_17,29-Jan-98,speech,1998," Thankfully we have agreed to extend qualified majority voting to some new areas, such as research.  We will incorporate the social protocol into the Treaty.  I say again that this is not anti-competitive, but necessary to maintain a fair, just and healthy working environment based on a high level of social protection.",prescriptive,prescriptive
580,581,14447,14447_45,"Dr. Franz Fischler Member of the European Commission with responsibility for Agriculture and Rural Development     Future Evolution of the  Common Agricultural Policy        Oxford Farming Conference Oxford, 7 January 1998",1/7/1998,https://ec.europa.eu/commission/presscorner/detail/en/speech_98_1,7-Jan-98,speech,1998,"
However, given the environmental value of the British countryside, implementation in the UK should go even further in order to maximise the potential of these schemes. Currently less than 10 % of farmland is under an agri-environment agreement in the UK. The Agenda 2000 proposal is to strengthen the agri-environment programmes and to increase the EU budget resources in this respect.",prescriptive,prescriptive
